COUNTRY,Country,WEEK,Week number,GENDER,Gender,AGE,Age,VARIABLE,Variable,YEAR,Year,Value,Flag Codes,Flags
PRT,Portugal,15,15,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,145,,
NZL,New Zealand,30,30,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0,,
NZL,New Zealand,30,30,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,0,,
NZL,New Zealand,30,30,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,20,,
ISR,Israel,14,14,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,36,,
ISR,Israel,14,14,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,59,,
ISR,Israel,14,14,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,60,,
LUX,Luxembourg,34,34,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
LUX,Luxembourg,34,34,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,2,,
LUX,Luxembourg,34,34,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,0,,
ITA,Italy,33,33,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.4,,
ITA,Italy,33,33,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,2.5,,
ITA,Italy,33,33,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,5.7,,
SWE,Sweden,21,21,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,18.8,,
SWE,Sweden,21,21,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,3.1,,
SWE,Sweden,21,21,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,1.7,,
LTU,Lithuania,27,27,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0,,
LTU,Lithuania,27,27,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,0.1,,
LTU,Lithuania,27,27,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,0.3,,
LVA,Latvia,53,53,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,96,,
NOR,Norway,36,36,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,2,,
NOR,Norway,36,36,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,18,,
NOR,Norway,36,36,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,0,,
GRC,Greece,31,31,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,6,,
GRC,Greece,31,31,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,115,,
GRC,Greece,31,31,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,361,,
ISL,Iceland,20,20,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
ISL,Iceland,20,20,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,1,,
ISL,Iceland,20,20,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,0,,
NLD,Netherlands,47,47,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,11,,
NLD,Netherlands,47,47,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,10,,
NLD,Netherlands,47,47,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,0.3,,
KOR,Korea,51,51,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,94,,
KOR,Korea,51,51,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,523,,
KOR,Korea,51,51,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,39,,
ITA,Italy,10,10,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,4.6,,
ITA,Italy,10,10,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,16.4,,
ITA,Italy,10,10,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,7,,
HUN,Hungary,14,14,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,31,,
HUN,Hungary,14,14,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,1556,,
HUN,Hungary,14,14,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,201,,
NZL,New Zealand,33,33,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0,,
NZL,New Zealand,33,33,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,0,,
NZL,New Zealand,33,33,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,0,,
COL,Colombia,28,28,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,1148,,
COL,Colombia,28,28,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,3602,,
COL,Colombia,28,28,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,163,,
GRC,Greece,25,25,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,6,,
GRC,Greece,25,25,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,104,,
GRC,Greece,25,25,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,95,,
GBR,United Kingdom,9,9,TOTAL,Total,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
GBR,United Kingdom,9,9,TOTAL,Total,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2021,2021,1876,,
GBR,United Kingdom,9,9,TOTAL,Total,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2022,2022,743,,
TUR,Türkiye,26,26,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,155,,
TUR,Türkiye,26,26,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,350,,
TUR,Türkiye,26,26,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,29,,
NOR,Norway,3,3,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,2.1,,
NOR,Norway,3,3,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,3.8,,
CAN,Canada,4,4,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0,,
CAN,Canada,4,4,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,14.5,,
CAN,Canada,4,4,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,14.5,,
ITA,Italy,7,7,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,13.9,,
ITA,Italy,7,7,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,13.1,,
BEL,Belgium,21,21,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,11.1,,
BEL,Belgium,21,21,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,4.9,,
BEL,Belgium,21,21,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,2.1,,
ITA,Italy,43,43,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,1162,,
ITA,Italy,43,43,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,278,,
ITA,Italy,43,43,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,618,,
DNK,Denmark,10,10,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,2,,
DNK,Denmark,10,10,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,12,,
DNK,Denmark,10,10,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,202,,
NLD,Netherlands,50,50,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,11,,
NLD,Netherlands,50,50,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,7.2,,
JPN,Japan,42,42,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,43,,
JPN,Japan,42,42,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,99,,
JPN,Japan,42,42,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,404,,
GBR,United Kingdom,9,9,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
GBR,United Kingdom,9,9,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,2280,,
GBR,United Kingdom,9,9,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,816,,
KOR,Korea,25,25,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,3,,
KOR,Korea,25,25,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,11,,
KOR,Korea,25,25,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,81,,
AUT,Austria,32,32,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.8,,
AUT,Austria,32,32,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,1,,
AUT,Austria,32,32,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,4.4,,
GBR,United Kingdom,33,33,MALE,Males,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,2020,66,,
GBR,United Kingdom,33,33,MALE,Males,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2021,2021,286,,
AUS,Australia,5,5,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
AUS,Australia,5,5,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,0,,
AUS,Australia,5,5,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,528,,
GBR,United Kingdom,14,14,MALE,Males,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,2020,26,,
GBR,United Kingdom,14,14,MALE,Males,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2021,2021,10,,
GBR,United Kingdom,18,18,FEMALE,Females,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,2020,3016,,
GBR,United Kingdom,18,18,FEMALE,Females,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2021,2021,40,,
SVN,Slovenia,29,29,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.3,,
SVN,Slovenia,29,29,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,0.3,,
SVN,Slovenia,29,29,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,11.7,,
CZE,Czech Republic,27,27,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,6,,
CZE,Czech Republic,27,27,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,3,,
CZE,Czech Republic,27,27,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,17,,
EST,Estonia,28,28,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
EST,Estonia,28,28,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,1,,
EST,Estonia,28,28,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,4,,
ESP,Spain,10,10,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,24,,
ESP,Spain,10,10,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,714,,
ESP,Spain,10,10,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,440,,
LVA,Latvia,20,20,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.3,,
LVA,Latvia,20,20,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,10.7,,
LVA,Latvia,20,20,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,2.2,,
ESP,Spain,31,31,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,1,,
ESP,Spain,31,31,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,8.2,,
ESP,Spain,31,31,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,5.6,,
MEX,Mexico,14,14,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,146,,
MEX,Mexico,14,14,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,2060,,
MEX,Mexico,14,14,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,115,,
CHE,Switzerland,43,43,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,112,,
CHE,Switzerland,43,43,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,42,,
CHE,Switzerland,43,43,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,25,,
CHL,Chile,39,39,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,337,,
CHL,Chile,39,39,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,52,,
CHL,Chile,39,39,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,132,,
TUR,Türkiye,49,49,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,1332,,
TUR,Türkiye,49,49,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,1361,,
TUR,Türkiye,49,49,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,0,,
SWE,Sweden,24,24,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,13.6,,
SWE,Sweden,24,24,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,1.2,,
SWE,Sweden,24,24,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,1.4,,
PRT,Portugal,18,18,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,140,,
PRT,Portugal,18,18,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,15,,
PRT,Portugal,18,18,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,131,,
ISR,Israel,17,17,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,37,,
ISR,Israel,17,17,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,16,,
ISR,Israel,17,17,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,36,,
GBR,United Kingdom,15,15,FEMALE,Females,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,2020,2379,,
GBR,United Kingdom,15,15,FEMALE,Females,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2021,2021,149,,
PRT,Portugal,41,41,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,81,,
PRT,Portugal,41,41,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,51,,
PRT,Portugal,41,41,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,45,,
CHL,Chile,29,29,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,55.6,,
CHL,Chile,29,29,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,19.3,,
CHL,Chile,29,29,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,8.6,,
FRA,France,16,16,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,17.5,,
FRA,France,16,16,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,15.7,,
FRA,France,16,16,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,7.3,,
CZE,Czech Republic,30,30,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,11,,
CZE,Czech Republic,30,30,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,4,,
CZE,Czech Republic,30,30,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,104,,
LTU,Lithuania,24,24,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.1,,
LTU,Lithuania,24,24,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,1,,
LTU,Lithuania,24,24,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,0.3,,
NOR,Norway,33,33,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
NOR,Norway,33,33,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,8,,
NOR,Norway,33,33,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,0,,
LUX,Luxembourg,31,31,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,3,,
LUX,Luxembourg,31,31,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,1,,
LUX,Luxembourg,31,31,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,3,,
LTU,Lithuania,1,1,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,19.1,,
LTU,Lithuania,1,1,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,10.9,,
FIN,Finland,43,43,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.2,,
FIN,Finland,43,43,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,2.3,,
FIN,Finland,43,43,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,18.2,,
NLD,Netherlands,44,44,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,13.9,,
NLD,Netherlands,44,44,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,5,,
NLD,Netherlands,44,44,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,0.8,,
KOR,Korea,48,48,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,18,,
KOR,Korea,48,48,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,304,,
KOR,Korea,48,48,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,360,,
GBR,United Kingdom,6,6,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
GBR,United Kingdom,6,6,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,6115,,
GBR,United Kingdom,6,6,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,1186,,
NLD,Netherlands,3,3,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,531,,
NLD,Netherlands,3,3,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,63,,
GBR,United Kingdom,48,48,TOTAL,Total,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,2020,27,,
GBR,United Kingdom,48,48,TOTAL,Total,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2021,2021,30,,
GBR,United Kingdom,48,48,TOTAL,Total,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2022,2022,6,,
SVN,Slovenia,23,23,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.3,,
SVN,Slovenia,23,23,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,5.1,,
SVN,Slovenia,23,23,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,2.5,,
DEU,Germany,22,22,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.4,,
DEU,Germany,22,22,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,0.8,,
DEU,Germany,22,22,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,1.2,,
LVA,Latvia,23,23,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0,,
LVA,Latvia,23,23,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,6.1,,
LVA,Latvia,23,23,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,1.9,,
GRC,Greece,28,28,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,2,,
GRC,Greece,28,28,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,66,,
GRC,Greece,28,28,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,223,,
MEX,Mexico,20,20,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,3414,,
MEX,Mexico,20,20,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,827,,
MEX,Mexico,20,20,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,39,,
GBR,United Kingdom,32,32,TOTAL,Total,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,2020,144,,
GBR,United Kingdom,32,32,TOTAL,Total,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2021,2021,480,,
GBR,United Kingdom,32,32,TOTAL,Total,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2022,2022,623,,
GBR,United Kingdom,8,8,MALE,Males,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
GBR,United Kingdom,8,8,MALE,Males,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2021,2021,24,,
IRL,Ireland,3,3,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,438,,
IRL,Ireland,3,3,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,66,,
GBR,United Kingdom,22,22,TOTAL,Total,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,2020,133,,
GBR,United Kingdom,22,22,TOTAL,Total,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2021,2021,23,,
GBR,United Kingdom,22,22,TOTAL,Total,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2022,2022,16,,
CAN,Canada,37,37,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,22,,
CAN,Canada,37,37,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,198,,
CAN,Canada,37,37,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,238,,
GBR,United Kingdom,45,45,TOTAL,Total,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,2020,203,,
GBR,United Kingdom,45,45,TOTAL,Total,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2021,2021,183,,
GBR,United Kingdom,45,45,TOTAL,Total,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2022,2022,38,,
FRA,France,39,39,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,6.1,,
FRA,France,39,39,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,3,,
FRA,France,39,39,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,1.9,,
CHE,Switzerland,7,7,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0,,
CHE,Switzerland,7,7,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,7.7,,
CHE,Switzerland,7,7,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,4.4,,
ISL,Iceland,41,41,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,1.9,,
ISL,Iceland,41,41,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,0,,
HUN,Hungary,11,11,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,1,,
HUN,Hungary,11,11,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,1549,,
